date,sales,store_traffic,temperature_c,is_promotion,is_holiday,day_of_week
2024-04-04,845.07,550.0,7.8,0,0,thursday
2024-04-05,1247.26,727.0,8.3,0,0,friday
2024-04-06,1372.7,833.0,9.9,0,0,saturday
2024-04-07,1300.57,764.0,7.4,0,0,sunday
2024-04-08,1000.14,634.0,11.3,0,0,monday
2024-04-09,952.46,576.0,10.3,0,0,tuesday
2024-04-10,998.03,594.0,11.8,0,0,wednesday
2024-04-11,944.26,585.0,8.1,0,0,thursday
2024-04-12,1228.99,738.0,13.4,0,0,friday
2024-04-13,1340.16,859.0,16.1,0,0,saturday
2024-04-14,1158.16,691.0,15.7,0,0,sunday
2024-04-15,1108.33,635.0,16.9,0,0,monday
2024-04-16,937.86,598.0,12.5,0,0,tuesday
2024-04-17,968.32,619.0,11.7,0,0,wednesday
2024-04-18,1184.05,685.0,14.0,0,0,thursday
2024-04-19,1136.42,727.0,12.3,0,0,friday
2024-04-20,1451.36,851.0,8.8,0,0,saturday
2024-04-21,1317.96,797.0,15.4,0,0,sunday
2024-04-22,916.67,565.0,12.9,0,0,monday
2024-04-23,883.88,506.0,10.0,0,0,tuesday
2024-04-24,951.46,556.0,12.6,0,0,wednesday
2024-04-25,1508.02,807.0,13.5,1,0,thursday
2024-04-26,1416.97,839.0,14.3,1,0,friday
2024-04-27,2031.79,1069.0,14.5,1,0,saturday
2024-04-28,1220.82,773.0,18.0,0,0,sunday
2024-04-29,958.34,586.0,11.6,0,0,monday
2024-04-30,854.95,518.0,14.6,0,0,tuesday
2024-05-01,1503.61,770.0,13.0,0,1,wednesday
2024-05-02,973.44,596.0,18.5,0,0,thursday
2024-05-03,1153.07,741.0,14.1,0,0,friday
2024-05-04,1519.89,870.0,14.9,0,0,saturday
2024-05-05,1232.67,726.0,18.5,0,0,sunday
2024-05-06,1084.83,638.0,19.4,0,0,monday
2024-05-07,987.75,565.0,19.9,0,0,tuesday
2024-05-08,1244.49,630.0,12.3,1,0,wednesday
2024-05-09,1324.09,743.0,17.8,1,0,thursday
2024-05-10,1602.07,918.0,17.4,1,0,friday
2024-05-11,1332.08,781.0,16.8,0,0,saturday
2024-05-12,1177.16,721.0,17.3,0,0,sunday
2024-05-13,883.24,539.0,20.5,0,0,monday
2024-05-14,808.47,513.0,20.0,0,0,tuesday
2024-05-15,1259.51,666.0,19.8,1,0,wednesday
2024-05-16,1293.75,689.0,18.3,1,0,thursday
2024-05-17,1518.79,827.0,23.6,1,0,friday
2024-05-18,1898.97,1088.0,17.1,1,0,saturday
2024-05-19,1210.86,700.0,14.2,0,0,sunday
2024-05-20,973.46,584.0,17.7,0,0,monday
2024-05-21,968.76,562.0,18.7,0,0,tuesday
2024-05-22,784.31,519.0,21.9,0,0,wednesday
2024-05-23,911.22,551.0,17.6,0,0,thursday
2024-05-24,1101.04,687.0,20.2,0,0,friday
2024-05-25,1249.2,756.0,15.4,0,0,saturday
2024-05-26,1258.51,735.0,22.0,0,0,sunday
2024-05-27,1410.26,752.0,19.6,1,0,monday
2024-05-28,1120.7,606.0,18.9,1,0,tuesday
2024-05-29,884.85,536.0,25.0,0,0,wednesday
2024-05-30,880.27,569.0,22.5,0,0,thursday
2024-05-31,993.85,625.0,17.4,0,0,friday
2024-06-01,1301.62,755.0,19.8,0,0,saturday
2024-06-02,1120.33,693.0,27.1,0,0,sunday
2024-06-03,959.25,556.0,25.3,0,0,monday
2024-06-04,894.88,525.0,22.8,0,0,tuesday
2024-06-05,925.75,542.0,16.0,0,0,wednesday
2024-06-06,946.34,566.0,24.0,0,0,thursday
2024-06-07,1086.22,670.0,19.2,0,0,friday
2024-06-08,1236.58,754.0,24.2,0,0,saturday
2024-06-09,1074.59,635.0,19.2,0,0,sunday
2024-06-10,803.17,532.0,22.4,0,0,monday
2024-06-11,895.49,517.0,19.6,0,0,tuesday
2024-06-12,871.56,539.0,20.4,0,0,wednesday
2024-06-13,1370.17,744.0,23.0,1,0,thursday
2024-06-14,1449.86,787.0,18.2,1,0,friday
2024-06-15,1850.59,1003.0,27.6,1,0,saturday
2024-06-16,1108.38,709.0,19.2,0,0,sunday
2024-06-17,836.65,504.0,19.1,0,0,monday
2024-06-18,841.24,498.0,23.5,0,0,tuesday
2024-06-19,892.37,589.0,25.2,0,0,wednesday
2024-06-20,882.18,564.0,21.2,0,0,thursday
2024-06-21,1073.33,628.0,19.4,0,0,friday
2024-06-22,1308.27,771.0,19.9,0,0,saturday
2024-06-23,1018.53,610.0,19.7,0,0,sunday
2024-06-24,812.12,506.0,23.1,0,0,monday
2024-06-25,794.3,468.0,22.2,0,0,tuesday
2024-06-26,810.43,516.0,23.5,0,0,wednesday
2024-06-27,864.77,527.0,23.4,0,0,thursday
2024-06-28,1352.1,772.0,24.6,1,0,friday
2024-06-29,1652.42,900.0,21.6,1,0,saturday
2024-06-30,1314.7,742.0,20.8,1,0,sunday
2024-07-01,1281.3,673.0,23.1,1,0,monday
2024-07-02,743.62,443.0,22.6,0,0,tuesday
2024-07-03,772.31,479.0,23.4,0,0,wednesday
2024-07-04,1252.04,661.0,21.0,0,1,thursday
2024-07-05,918.81,579.0,24.5,0,0,friday
2024-07-06,1191.27,723.0,19.9,0,0,saturday
2024-07-07,1530.37,849.0,21.8,1,0,sunday
2024-07-08,1126.5,592.0,25.8,1,0,monday
2024-07-09,1093.74,577.0,20.1,1,0,tuesday
2024-07-10,1098.5,565.0,25.6,1,0,wednesday
2024-07-11,1156.98,624.0,19.5,1,0,thursday
2024-07-12,1197.48,735.0,19.0,1,0,friday
2024-07-13,1663.59,916.0,19.3,1,0,saturday
2024-07-14,997.63,569.0,23.3,0,0,sunday
2024-07-15,846.85,520.0,24.8,0,0,monday
2024-07-16,697.74,458.0,26.2,0,0,tuesday
2024-07-17,774.32,461.0,26.0,0,0,wednesday
2024-07-18,879.35,522.0,25.1,0,0,thursday
2024-07-19,964.41,602.0,20.9,0,0,friday
2024-07-20,1141.97,699.0,20.8,0,0,saturday
2024-07-21,954.85,599.0,24.9,0,0,sunday
2024-07-22,845.61,502.0,26.5,0,0,monday
2024-07-23,742.53,449.0,20.3,0,0,tuesday
2024-07-24,788.1,501.0,26.1,0,0,wednesday
2024-07-25,872.52,529.0,18.0,0,0,thursday
2024-07-26,1381.24,770.0,23.8,1,0,friday
2024-07-27,1715.41,877.0,22.5,1,0,saturday
2024-07-28,1575.27,823.0,22.2,1,0,sunday
2024-07-29,1077.63,586.0,22.7,1,0,monday
2024-07-30,835.95,505.0,20.5,0,0,tuesday
2024-07-31,781.19,455.0,23.7,0,0,wednesday
2024-08-01,748.81,457.0,22.6,0,0,thursday
2024-08-02,1064.23,626.0,24.8,0,0,friday
2024-08-03,1197.04,685.0,26.4,0,0,saturday
2024-08-04,1011.0,625.0,22.6,0,0,sunday
2024-08-05,812.49,462.0,20.2,0,0,monday
2024-08-06,895.81,515.0,19.3,0,0,tuesday
2024-08-07,1229.94,659.0,26.3,1,0,wednesday
2024-08-08,1256.11,692.0,25.9,1,0,thursday
2024-08-09,976.03,586.0,24.2,0,0,friday
2024-08-10,1194.35,731.0,22.0,0,0,saturday
2024-08-11,993.76,622.0,23.8,0,0,sunday
2024-08-12,883.01,524.0,24.9,0,0,monday
2024-08-13,715.27,452.0,20.1,0,0,tuesday
2024-08-14,833.36,512.0,21.6,0,0,wednesday
2024-08-15,794.72,488.0,18.6,0,0,thursday
2024-08-16,884.46,567.0,21.0,0,0,friday
2024-08-17,1168.49,690.0,25.1,0,0,saturday
2024-08-18,1033.28,632.0,23.8,0,0,sunday
2024-08-19,834.88,481.0,21.3,0,0,monday
2024-08-20,756.47,463.0,14.1,0,0,tuesday
2024-08-21,748.28,461.0,19.1,0,0,wednesday
2024-08-22,838.08,527.0,20.9,0,0,thursday
2024-08-23,1026.25,621.0,20.0,0,0,friday
2024-08-24,1158.72,701.0,20.5,0,0,saturday
2024-08-25,1644.05,864.0,20.9,1,0,sunday
2024-08-26,1197.01,646.0,18.8,1,0,monday
2024-08-27,1291.79,645.0,20.0,1,0,tuesday
2024-08-28,1115.86,593.0,19.5,1,0,wednesday
2024-08-29,733.79,463.0,18.0,0,0,thursday
2024-08-30,1261.15,713.0,24.3,1,0,friday
2024-08-31,1596.85,846.0,18.3,1,0,saturday
2024-09-01,1287.0,726.0,13.7,1,0,sunday
2024-09-02,756.79,448.0,23.7,0,0,monday
2024-09-03,835.76,489.0,17.0,0,0,tuesday
2024-09-04,751.0,439.0,21.2,0,0,wednesday
2024-09-05,847.28,532.0,17.1,0,0,thursday
2024-09-06,1117.16,653.0,20.1,0,0,friday
2024-09-07,1133.14,678.0,18.4,0,0,saturday
2024-09-08,1041.59,647.0,20.8,0,0,sunday
2024-09-09,798.43,487.0,17.6,0,0,monday
2024-09-10,822.06,489.0,16.4,0,0,tuesday
2024-09-11,732.15,456.0,18.5,0,0,wednesday
2024-09-12,853.33,511.0,16.7,0,0,thursday
2024-09-13,1068.19,612.0,12.7,0,0,friday
2024-09-14,1211.53,707.0,15.9,0,0,saturday
2024-09-15,991.59,599.0,24.4,0,0,sunday
2024-09-16,874.36,525.0,12.5,0,0,monday
2024-09-17,723.29,448.0,17.5,0,0,tuesday
2024-09-18,792.01,490.0,16.1,0,0,wednesday
2024-09-19,847.05,547.0,21.1,0,0,thursday
2024-09-20,989.94,594.0,13.6,0,0,friday
2024-09-21,1378.07,813.0,16.4,0,0,saturday
2024-09-22,1102.37,670.0,17.7,0,0,sunday
2024-09-23,800.82,503.0,15.4,0,0,monday
2024-09-24,817.26,494.0,13.7,0,0,tuesday
2024-09-25,869.28,500.0,15.4,0,0,wednesday
2024-09-26,1263.49,660.0,14.5,1,0,thursday
2024-09-27,1410.21,764.0,14.3,1,0,friday
2024-09-28,1288.86,722.0,17.2,0,0,saturday
2024-09-29,1208.38,661.0,15.7,0,0,sunday
2024-09-30,818.87,506.0,15.9,0,0,monday
2024-10-01,1019.21,557.0,15.2,1,0,tuesday
2024-10-02,1274.4,671.0,16.6,1,0,wednesday
2024-10-03,1175.14,660.0,17.3,1,0,thursday
2024-10-04,1052.63,617.0,13.1,0,0,friday
2024-10-05,1192.82,720.0,15.7,0,0,saturday
2024-10-06,1053.28,629.0,10.2,0,0,sunday
2024-10-07,785.05,487.0,7.6,0,0,monday
2024-10-08,850.14,532.0,17.6,0,0,tuesday
2024-10-09,818.72,539.0,12.0,0,0,wednesday
2024-10-10,957.9,548.0,13.3,0,0,thursday
2024-10-11,1440.11,751.0,9.4,1,0,friday
2024-10-12,1618.8,853.0,9.1,1,0,saturday
2024-10-13,1162.73,695.0,10.3,0,0,sunday
2024-10-14,777.42,519.0,13.5,0,0,monday
2024-10-15,763.4,477.0,10.4,0,0,tuesday
2024-10-16,847.58,519.0,10.7,0,0,wednesday
2024-10-17,855.62,542.0,9.5,0,0,thursday
2024-10-18,915.25,595.0,14.1,0,0,friday
2024-10-19,1144.73,722.0,13.2,0,0,saturday
2024-10-20,1147.35,694.0,9.6,0,0,sunday
2024-10-21,876.23,530.0,12.3,0,0,monday
2024-10-22,904.54,529.0,9.8,0,0,tuesday
2024-10-23,950.24,532.0,9.4,0,0,wednesday
2024-10-24,1008.68,595.0,9.9,0,0,thursday
2024-10-25,1025.65,626.0,11.5,0,0,friday
2024-10-26,1390.29,786.0,7.4,0,0,saturday
2024-10-27,1120.55,725.0,10.7,0,0,sunday
2024-10-28,833.55,551.0,15.6,0,0,monday
2024-10-29,1318.22,753.0,9.6,0,1,tuesday
2024-10-30,843.28,495.0,9.0,0,0,wednesday
2024-10-31,918.6,553.0,8.6,0,0,thursday
2024-11-01,957.92,608.0,9.8,0,0,friday
2024-11-02,1212.72,757.0,4.4,0,0,saturday
2024-11-03,1127.44,719.0,12.5,0,0,sunday
2024-11-04,933.0,595.0,10.5,0,0,monday
2024-11-05,928.76,530.0,6.3,0,0,tuesday
2024-11-06,877.69,535.0,7.8,0,0,wednesday
2024-11-07,954.07,540.0,6.1,0,0,thursday
2024-11-08,1012.04,636.0,8.1,0,0,friday
2024-11-09,1393.04,828.0,7.3,0,0,saturday
2024-11-10,1267.06,761.0,7.6,0,0,sunday
2024-11-11,1337.21,699.0,4.3,1,0,monday
2024-11-12,1349.71,723.0,5.5,1,0,tuesday
2024-11-13,1300.39,677.0,9.4,1,0,wednesday
2024-11-14,986.65,585.0,5.0,0,0,thursday
2024-11-15,1039.89,659.0,-0.4,0,0,friday
2024-11-16,1518.33,894.0,5.6,0,0,saturday
2024-11-17,1257.04,765.0,11.9,0,0,sunday
2024-11-18,863.32,540.0,7.8,0,0,monday
2024-11-19,986.96,582.0,4.1,0,0,tuesday
2024-11-20,1070.98,626.0,5.3,0,0,wednesday
2024-11-21,985.41,609.0,7.0,0,0,thursday
2024-11-22,1070.48,658.0,0.7,0,0,friday
2024-11-23,1366.76,877.0,2.8,0,0,saturday
2024-11-24,1276.76,834.0,5.8,0,0,sunday
2024-11-25,1039.23,636.0,8.7,0,0,monday
2024-11-26,886.89,521.0,3.4,0,0,tuesday
2024-11-27,1475.45,832.0,8.3,0,1,wednesday
2024-11-28,1102.36,632.0,2.4,0,0,thursday
2024-11-29,1076.79,658.0,-4.3,0,0,friday
2024-11-30,1518.89,928.0,5.9,0,0,saturday
2024-12-01,1808.36,990.0,5.2,1,0,sunday
2024-12-02,1576.78,821.0,5.6,1,0,monday
2024-12-03,1231.54,693.0,5.4,1,0,tuesday
2024-12-04,1399.07,761.0,4.0,1,0,wednesday
2024-12-05,978.01,606.0,2.7,0,0,thursday
2024-12-06,1187.12,736.0,2.7,0,0,friday
2024-12-07,1556.49,942.0,2.0,0,0,saturday
2024-12-08,1192.47,726.0,2.0,0,0,sunday
2024-12-09,980.06,570.0,-1.6,0,0,monday
2024-12-10,1009.36,612.0,-0.2,0,0,tuesday
2024-12-11,1020.41,605.0,2.3,0,0,wednesday
2024-12-12,1113.14,670.0,-3.0,0,0,thursday
2024-12-13,1214.63,697.0,-2.5,0,0,friday
2024-12-14,1460.52,896.0,1.6,0,0,saturday
2024-12-15,1346.57,826.0,2.0,0,0,sunday
2024-12-16,1085.77,639.0,1.5,0,0,monday
2024-12-17,871.59,535.0,-3.8,0,0,tuesday
2024-12-18,1204.95,716.0,6.0,0,0,wednesday
2024-12-19,1183.62,656.0,-1.6,0,0,thursday
2024-12-20,1108.19,699.0,-0.1,0,0,friday
2024-12-21,2241.68,1143.0,-1.3,1,0,saturday
2024-12-22,1905.82,1052.0,5.0,1,0,sunday
2024-12-23,1654.85,850.0,2.8,1,0,monday
2024-12-24,1605.6,861.0,0.5,0,1,tuesday
2024-12-25,1548.2,833.0,0.2,0,1,wednesday
2024-12-26,1006.98,614.0,2.0,0,0,thursday
2024-12-27,1265.94,775.0,-1.7,0,0,friday
2024-12-28,1370.01,855.0,2.4,0,0,saturday
2024-12-29,1437.51,871.0,-0.0,0,0,sunday
2024-12-30,1040.04,635.0,2.6,0,0,monday
2024-12-31,1592.94,871.0,2.5,0,1,tuesday
2025-01-01,1414.6,826.0,-0.2,0,1,wednesday
2025-01-02,1071.82,649.0,-3.9,0,0,thursday
2025-01-03,1291.33,745.0,0.6,0,0,friday
2025-01-04,1642.1,959.0,-2.5,0,0,saturday
2025-01-05,1341.03,812.0,1.3,0,0,sunday
2025-01-06,1251.55,688.0,0.5,0,0,monday
2025-01-07,980.03,608.0,-0.4,0,0,tuesday
2025-01-08,1035.9,630.0,-2.2,0,0,wednesday
2025-01-09,1086.43,699.0,4.0,0,0,thursday
2025-01-10,1798.16,989.0,-0.1,1,0,friday
2025-01-11,2304.9,1164.0,6.9,1,0,saturday
2025-01-12,1429.15,879.0,1.1,0,0,sunday
2025-01-13,1445.31,833.0,1.9,1,0,monday
2025-01-14,1570.13,821.0,1.1,1,0,tuesday
2025-01-15,1099.25,656.0,1.9,0,0,wednesday
2025-01-16,1239.41,727.0,3.7,0,0,thursday
2025-01-17,1291.27,792.0,3.8,0,0,friday
2025-01-18,1441.01,910.0,-3.4,0,0,saturday
2025-01-19,2030.71,1107.0,3.2,1,0,sunday
2025-01-20,1577.33,835.0,2.3,1,0,monday
2025-01-21,1141.79,694.0,1.2,0,0,tuesday
2025-01-22,1132.71,676.0,5.4,0,0,wednesday
2025-01-23,1081.76,670.0,5.5,0,0,thursday
2025-01-24,1329.02,792.0,3.4,0,0,friday
2025-01-25,1519.47,921.0,-0.2,0,0,saturday
2025-01-26,1449.48,904.0,-1.7,0,0,sunday
2025-01-27,1196.31,721.0,3.2,0,0,monday
2025-01-28,1072.16,660.0,4.7,0,0,tuesday
2025-01-29,1122.65,664.0,-3.7,0,0,wednesday
2025-01-30,1226.08,718.0,4.1,0,0,thursday
2025-01-31,1428.95,849.0,0.8,0,0,friday
2025-02-01,1529.75,992.0,-3.0,0,0,saturday
2025-02-02,1446.73,912.0,2.8,0,0,sunday
2025-02-03,1117.55,695.0,3.9,0,0,monday
2025-02-04,1015.97,636.0,0.9,0,0,tuesday
2025-02-05,1112.16,689.0,-0.8,0,0,wednesday
2025-02-06,1350.03,789.0,6.2,0,0,thursday
2025-02-07,1463.74,863.0,0.3,0,0,friday
2025-02-08,1758.28,1084.0,4.9,0,0,saturday
2025-02-09,1481.3,877.0,-1.7,0,0,sunday
2025-02-10,1118.37,669.0,3.2,0,0,monday
2025-02-11,1049.67,637.0,3.2,0,0,tuesday
2025-02-12,1265.0,733.0,4.6,0,0,wednesday
2025-02-13,1071.44,667.0,6.2,0,0,thursday
2025-02-14,2168.05,1192.0,0.5,0,1,friday
2025-02-15,1525.32,965.0,4.0,0,0,saturday
2025-02-16,1522.04,961.0,-0.7,0,0,sunday
2025-02-17,1079.65,692.0,-0.6,0,0,monday
2025-02-18,1526.61,860.0,1.5,1,0,tuesday
2025-02-19,1779.98,960.0,4.1,1,0,wednesday
2025-02-20,1188.3,729.0,7.4,0,0,thursday
2025-02-21,1361.25,834.0,8.0,0,0,friday
2025-02-22,1574.83,966.0,2.5,0,0,saturday
2025-02-23,1503.72,851.0,4.3,0,0,sunday
2025-02-24,1105.61,702.0,6.0,0,0,monday
2025-02-25,1030.1,657.0,5.7,0,0,tuesday
2025-02-26,1023.48,642.0,3.5,0,0,wednesday
2025-02-27,1189.52,723.0,4.2,0,0,thursday
2025-02-28,1436.43,853.0,3.9,0,0,friday
2025-03-01,2272.47,1200.0,3.8,1,0,saturday
2025-03-02,2121.12,1106.0,3.6,1,0,sunday
2025-03-03,1245.29,758.0,4.3,0,0,monday
2025-03-04,1010.03,622.0,3.7,0,0,tuesday
2025-03-05,1307.81,744.0,2.0,0,0,wednesday
2025-03-06,1046.9,714.0,7.2,0,0,thursday
2025-03-07,1406.02,850.0,6.5,0,0,friday
2025-03-08,1836.15,1094.0,10.0,0,0,saturday
2025-03-09,2411.61,1214.0,6.4,1,0,sunday
2025-03-10,1559.63,904.0,4.6,1,0,monday
2025-03-11,1464.46,806.0,4.2,1,0,tuesday
2025-03-12,1443.56,826.0,6.0,1,0,wednesday
2025-03-13,1533.27,894.0,7.5,1,0,thursday
2025-03-14,1494.13,913.0,5.6,0,0,friday
2025-03-15,1660.65,974.0,2.7,0,0,saturday
2025-03-16,1561.82,903.0,4.7,0,0,sunday
2025-03-17,1085.21,672.0,6.8,0,0,monday
2025-03-18,1080.77,638.0,8.8,0,0,tuesday
2025-03-19,1108.22,677.0,3.4,0,0,wednesday
2025-03-20,1216.14,721.0,7.9,0,0,thursday
2025-03-21,1425.84,826.0,8.0,0,0,friday
2025-03-22,1517.67,927.0,6.5,0,0,saturday
2025-03-23,1523.16,885.0,6.3,0,0,sunday
2025-03-24,1186.87,756.0,6.1,0,0,monday
2025-03-25,1087.12,642.0,8.5,0,0,tuesday
2025-03-26,1242.27,723.0,11.1,0,0,wednesday
2025-03-27,1042.24,609.0,11.5,0,0,thursday
2025-03-28,1240.14,789.0,5.8,0,0,friday
2025-03-29,1480.96,905.0,8.4,0,0,saturday
2025-03-30,1543.03,924.0,3.5,0,0,sunday
2025-03-31,1235.92,736.0,9.5,0,0,monday
2025-04-01,1054.26,636.0,10.9,0,0,tuesday
2025-04-02,1222.77,701.0,13.5,0,0,wednesday
2025-04-03,1179.62,754.0,5.3,0,0,thursday
2025-04-04,1428.24,874.0,7.2,0,0,friday
2025-04-05,2105.8,1222.0,10.5,1,0,saturday
2025-04-06,1833.32,968.0,6.3,1,0,sunday
2025-04-07,1128.34,669.0,10.9,0,0,monday
2025-04-08,1294.74,692.0,12.2,0,0,tuesday
2025-04-09,1267.69,738.0,7.7,0,0,wednesday
2025-04-10,1200.4,718.0,11.4,0,0,thursday
2025-04-11,1311.79,787.0,8.2,0,0,friday
2025-04-12,1829.48,1123.0,14.9,0,0,saturday
2025-04-13,1487.78,897.0,12.1,0,0,sunday
2025-04-14,1079.35,647.0,10.2,0,0,monday
2025-04-15,980.61,645.0,8.9,0,0,tuesday
2025-04-16,1175.74,707.0,13.2,0,0,wednesday
2025-04-17,1192.8,720.0,15.8,0,0,thursday
2025-04-18,1483.24,840.0,10.6,0,0,friday
2025-04-19,1472.25,897.0,11.7,0,0,saturday
2025-04-20,1281.18,801.0,11.1,0,0,sunday
2025-04-21,1122.38,673.0,17.0,0,0,monday
2025-04-22,1040.94,629.0,8.5,0,0,tuesday
2025-04-23,1122.7,684.0,16.7,0,0,wednesday
2025-04-24,1136.62,726.0,12.8,0,0,thursday
2025-04-25,1482.29,904.0,13.7,0,0,friday
2025-04-26,1500.56,931.0,13.2,0,0,saturday
2025-04-27,1388.72,849.0,14.9,0,0,sunday
2025-04-28,1105.61,651.0,12.6,0,0,monday
2025-04-29,1099.76,685.0,17.3,0,0,tuesday
2025-04-30,1146.41,701.0,17.6,0,0,wednesday
2025-05-01,1691.11,912.0,12.5,0,1,thursday
2025-05-02,2020.03,1105.0,16.8,1,0,friday
2025-05-03,2349.04,1151.0,14.5,1,0,saturday
2025-05-04,1491.45,895.0,15.7,0,0,sunday
2025-05-05,1146.23,731.0,19.5,0,0,monday
2025-05-06,937.63,588.0,14.2,0,0,tuesday
2025-05-07,1068.7,673.0,18.4,0,0,wednesday
2025-05-08,954.14,598.0,17.4,0,0,thursday
2025-05-09,1377.0,817.0,15.9,0,0,friday
2025-05-10,1414.54,897.0,17.5,0,0,saturday
2025-05-11,1408.34,865.0,17.4,0,0,sunday
2025-05-12,1173.29,680.0,14.0,0,0,monday
2025-05-13,1063.13,658.0,15.6,0,0,tuesday
2025-05-14,1119.94,661.0,14.6,0,0,wednesday
