customer_id,tenure_months,contract_type,internet_service,payment_method,monthly_charges,total_charges,num_support_tickets,avg_monthly_usage_gb,is_senior,has_partner,num_products,churned
CUST00206,20,month_to_month,fiber,credit_card,89.41,1711.49,2,196.7,1,0,5,1
CUST00686,58,one_year,fiber,credit_card,73.72,4161.49,3,177.7,0,1,1,0
CUST00782,46,month_to_month,fiber,electronic_check,74.25,3179.74,3,98.5,0,1,2,1
CUST00147,3,two_year,none,credit_card,32.82,95.13,1,0.0,0,0,2,0
CUST00466,70,month_to_month,none,credit_card,20.0,1426.65,0,0.0,0,1,2,0
CUST00918,57,two_year,fiber,credit_card,75.08,4440.33,2,170.7,1,1,5,0
CUST00968,23,month_to_month,fiber,,66.78,1547.43,1,463.4,1,0,3,1
CUST00271,22,month_to_month,fiber,credit_card,90.32,1998.88,1,243.0,0,0,2,1
CUST00545,60,month_to_month,fiber,electronic_check,81.04,4968.59,2,327.7,0,1,2,1
CUST00404,70,month_to_month,none,bank_transfer,26.18,1964.49,1,0.0,1,0,1,0
CUST00111,20,one_year,fiber,mailed_check,83.63,1671.51,0,209.8,0,0,4,0
CUST00172,7,two_year,dsl,bank_transfer,59.65,386.34,0,288.6,0,1,2,0
CUST00952,22,two_year,fiber,electronic_check,75.23,1707.37,3,245.2,0,0,2,0
CUST00802,22,month_to_month,none,mailed_check,24.18,583.68,2,0.0,1,1,4,1
CUST00899,6,month_to_month,dsl,electronic_check,68.54,438.3,1,28.7,0,1,1,0
CUST00010,7,month_to_month,fiber,credit_card,67.77,476.75,1,158.1,0,1,5,0
CUST00768,35,month_to_month,fiber,credit_card,69.52,2239.97,3,161.2,0,1,4,0
CUST00206,20,month_to_month,fiber,credit_card,89.41,1711.49,2,196.7,1,0,5,1
CUST00512,54,two_year,dsl,electronic_check,49.91,2804.98,1,134.6,0,1,4,0
CUST00744,20,month_to_month,dsl,electronic_check,63.14,1257.88,1,127.1,0,0,4,0
CUST00331,40,month_to_month,fiber,electronic_check,78.56,3256.13,0,170.3,0,0,5,0
CUST00933,19,month_to_month,fiber,electronic_check,99.19,1767.29,0,88.4,0,0,4,1
CUST00358,65,two_year,dsl,mailed_check,77.4,4651.63,5,229.2,0,0,4,0
CUST00062,54,month_to_month,dsl,credit_card,50.69,3005.32,1,221.3,0,1,2,0
CUST00707,1,one_year,fiber,electronic_check,65.52,65.92,2,270.4,0,1,4,1
CUST00238,32,month_to_month,fiber,electronic_check,74.49,2386.83,4,373.1,1,0,5,1
CUST00780,62,month_to_month,fiber,electronic_check,65.9,4209.03,0,126.7,0,1,1,1
CUST00985,43,month_to_month,dsl,credit_card,50.28,2295.99,2,379.4,0,0,4,0
CUST00809,29,month_to_month,dsl,electronic_check,48.25,1429.6,0,64.1,0,0,2,1
CUST00362,65,one_year,dsl,bank_transfer,49.18,3052.8,2,352.4,0,0,1,0
CUST00587,50,two_year,fiber,mailed_check,88.61,4304.22,1,497.3,1,1,2,0
CUST00532,12,two_year,dsl,bank_transfer,56.77,640.96,3,75.3,0,1,3,0
CUST00531,44,month_to_month,fiber,credit_card,69.79,3090.28,0,89.0,0,1,2,0
CUST00110,51,two_year,none,electronic_check,38.03,1836.91,0,0.0,0,1,4,0
CUST00858,5,month_to_month,fiber,electronic_check,76.78,409.19,1,126.3,1,0,1,1
CUST00306,11,one_year,fiber,electronic_check,65.0,689.1,2,248.5,0,0,1,1
CUST00468,43,month_to_month,fiber,credit_card,75.73,3357.73,1,208.7,0,0,4,0
CUST00737,53,one_year,fiber,bank_transfer,77.85,3744.69,3,155.9,0,0,2,0
CUST00149,60,month_to_month,fiber,credit_card,65.0,3716.72,0,380.2,0,1,3,0
CUST00939,34,month_to_month,dsl,electronic_check,51.46,1698.34,1,210.6,0,0,3,1
CUST00658,46,month_to_month,fiber,electronic_check,67.3,2927.01,0,268.6,0,0,4,1
CUST00837,59,month_to_month,dsl,credit_card,45.46,2906.34,0,693.6,0,1,1,1
CUST00322,8,two_year,dsl,bank_transfer,53.86,391.76,3,230.8,1,0,1,1
CUST00486,17,two_year,dsl,credit_card,51.08,845.86,2,599.8,0,0,1,0
CUST00660,21,month_to_month,dsl,bank_transfer,53.68,1154.67,4,428.2,1,0,2,1
CUST00129,42,month_to_month,fiber,credit_card,72.56,3335.97,0,320.0,0,1,4,0
CUST00592,65,one_year,none,mailed_check,35.95,2314.67,3,0.0,1,0,5,0
CUST00559,58,month_to_month,none,electronic_check,29.6,1807.1,6,0.0,0,0,3,0
CUST00598,57,month_to_month,fiber,credit_card,68.55,3790.13,3,61.1,0,0,3,1
CUST00500,31,two_year,fiber,bank_transfer,67.15,2252.62,1,384.9,0,0,4,0
CUST00795,32,one_year,fiber,electronic_check,75.63,2544.3,0,202.8,0,0,1,0
CUST00322,8,two_year,dsl,bank_transfer,53.86,391.76,3,230.8,1,0,1,1
CUST00472,58,two_year,fiber,electronic_check,71.73,3942.26,1,301.4,0,0,1,0
CUST00595,24,month_to_month,dsl,mailed_check,52.95,1200.48,1,87.1,0,1,1,1
CUST00776,69,two_year,fiber,credit_card,79.27,5581.31,2,215.6,0,0,4,0
CUST00483,19,month_to_month,none,electronic_check,34.5,621.9,0,0.0,0,1,2,0
CUST00710,34,month_to_month,fiber,electronic_check,79.4,2758.14,0,139.1,1,1,3,1
CUST00467,12,month_to_month,dsl,electronic_check,52.21,661.99,0,171.6,0,0,3,1
CUST00135,58,two_year,dsl,mailed_check,55.32,3071.73,3,236.5,0,1,5,0
CUST00233,2,month_to_month,fiber,electronic_check,72.88,157.46,1,,0,0,4,1
CUST00160,57,two_year,dsl,bank_transfer,67.84,3635.38,0,467.7,0,1,1,0
CUST00356,72,month_to_month,dsl,electronic_check,45.0,2963.75,1,225.4,1,0,4,0
CUST00327,18,one_year,fiber,mailed_check,75.64,1387.31,1,125.8,0,1,4,0
CUST00397,4,two_year,fiber,mailed_check,85.81,355.63,2,215.7,0,0,1,0
CUST00049,49,two_year,fiber,bank_transfer,79.21,3920.69,2,155.3,0,0,3,0
CUST00075,50,month_to_month,none,electronic_check,20.0,1049.22,1,0.0,0,1,2,0
CUST00750,12,month_to_month,fiber,electronic_check,86.06,1094.73,2,389.0,0,1,5,1
CUST00800,32,month_to_month,dsl,bank_transfer,58.2,2032.84,0,160.7,0,1,5,0
CUST00839,2,two_year,dsl,bank_transfer,58.35,112.69,2,235.4,0,1,5,0
CUST00659,6,month_to_month,none,electronic_check,28.81,184.71,1,0.0,0,0,4,0
CUST00492,63,month_to_month,fiber,electronic_check,65.0,3945.16,3,383.1,0,0,3,0
CUST00345,66,month_to_month,fiber,credit_card,80.61,5216.16,2,241.3,0,1,3,0
CUST00633,32,one_year,dsl,bank_transfer,55.04,1914.88,2,,0,0,4,0
CUST00615,50,month_to_month,dsl,credit_card,62.16,3142.57,2,458.1,0,0,1,0
CUST00490,44,month_to_month,dsl,electronic_check,46.01,2075.72,1,202.0,0,0,5,1
CUST00894,71,two_year,dsl,electronic_check,66.27,4846.52,0,345.6,0,0,2,0
CUST00596,58,month_to_month,fiber,electronic_check,72.14,4174.06,2,291.5,0,0,4,0
CUST00519,35,two_year,fiber,bank_transfer,94.57,3386.23,1,52.1,1,0,5,0
CUST00098,50,month_to_month,fiber,credit_card,81.99,4090.67,4,116.4,0,1,4,0
CUST00284,36,one_year,dsl,bank_transfer,58.9,2094.28,0,314.2,0,0,4,0
CUST00681,53,one_year,dsl,electronic_check,54.4,3136.65,3,160.2,1,1,3,0
CUST00286,68,month_to_month,fiber,bank_transfer,79.54,5580.52,0,153.4,0,0,3,1
CUST00128,56,two_year,fiber,mailed_check,77.85,4016.4,2,484.6,0,1,2,0
CUST00372,48,two_year,dsl,electronic_check,58.18,2963.32,1,115.1,1,0,2,0
CUST00412,17,month_to_month,fiber,electronic_check,81.71,1372.99,2,390.5,0,1,1,1
CUST00645,56,one_year,dsl,electronic_check,51.31,2610.08,0,231.8,0,0,1,0
CUST00982,51,month_to_month,none,credit_card,28.9,1357.82,0,0.0,1,1,1,0
CUST00366,38,one_year,dsl,credit_card,53.58,1888.59,0,422.5,0,0,3,0
CUST00601,45,month_to_month,dsl,credit_card,58.52,2676.25,2,202.2,0,0,3,0
CUST00081,68,month_to_month,fiber,bank_transfer,65.0,4192.48,0,159.9,0,1,3,0
CUST00159,37,month_to_month,dsl,bank_transfer,49.81,1740.11,0,96.2,0,0,3,0
CUST00424,42,month_to_month,none,bank_transfer,32.14,1406.62,3,0.0,0,0,2,0
CUST00748,23,month_to_month,dsl,credit_card,46.58,1005.55,0,172.9,0,1,5,0
CUST00325,71,month_to_month,dsl,credit_card,60.35,4481.68,3,218.5,1,0,5,0
CUST00866,51,one_year,dsl,electronic_check,58.86,3135.99,2,161.3,1,1,3,0
CUST00781,64,month_to_month,dsl,credit_card,46.81,3046.81,3,200.8,0,1,3,1
CUST00676,53,month_to_month,fiber,electronic_check,69.78,3568.71,1,152.1,0,1,3,0
CUST00643,62,month_to_month,dsl,bank_transfer,56.57,3545.43,1,429.9,0,1,4,0
CUST00627,25,month_to_month,fiber,electronic_check,88.78,2125.43,1,183.7,0,0,2,1
CUST00732,31,month_to_month,dsl,electronic_check,49.35,1671.42,0,387.1,0,1,1,1
CUST00285,32,two_year,none,bank_transfer,34.21,1044.91,1,0.0,0,1,2,0
CUST00438,67,month_to_month,fiber,bank_transfer,72.37,5256.48,2,144.3,0,0,2,0
CUST00180,37,one_year,none,mailed_check,35.74,1371.61,1,0.0,1,1,3,0
CUST00871,33,month_to_month,fiber,bank_transfer,83.94,2910.27,0,296.1,1,1,4,1
CUST00840,66,two_year,dsl,electronic_check,58.18,3522.31,1,126.9,0,0,1,0
CUST00223,51,month_to_month,fiber,electronic_check,74.69,3712.89,0,579.0,0,0,5,0
CUST00123,48,month_to_month,dsl,mailed_check,46.71,2310.1,1,199.7,0,1,1,1
CUST00762,40,one_year,dsl,credit_card,54.07,2078.86,3,240.4,1,0,5,0
CUST00147,3,two_year,none,credit_card,32.82,95.13,1,0.0,0,0,2,0
CUST00751,70,month_to_month,none,credit_card,31.61,2396.55,1,0.0,0,0,3,0
CUST00874,9,month_to_month,none,credit_card,32.33,314.5,4,0.0,0,1,5,1
CUST00870,3,month_to_month,fiber,bank_transfer,65.0,211.12,1,306.5,0,0,1,0
CUST00448,69,month_to_month,fiber,electronic_check,86.45,6223.53,1,579.3,0,1,1,0
CUST00390,12,month_to_month,none,mailed_check,22.75,269.36,3,0.0,0,1,3,1
CUST00432,54,month_to_month,fiber,credit_card,87.48,4617.53,0,467.2,0,1,5,0
CUST00245,46,month_to_month,fiber,bank_transfer,84.52,3760.87,0,130.6,1,0,3,1
CUST00385,3,one_year,none,mailed_check,20.0,55.38,0,0.0,0,1,4,0
CUST00680,68,month_to_month,none,electronic_check,23.41,1748.27,2,0.0,1,0,4,0
CUST00221,10,month_to_month,none,electronic_check,41.74,412.76,5,0.0,0,0,3,1
CUST00450,21,month_to_month,fiber,electronic_check,79.63,1758.42,3,231.2,0,1,2,1
CUST00016,57,month_to_month,fiber,credit_card,69.3,3933.45,0,406.2,0,0,5,0
CUST00553,60,one_year,dsl,credit_card,66.84,4030.29,4,105.1,1,0,3,0
CUST00524,60,month_to_month,dsl,credit_card,65.82,3588.92,0,149.9,1,0,4,0
CUST00398,15,month_to_month,fiber,electronic_check,89.6,1313.76,1,110.9,0,0,4,0
CUST00396,63,month_to_month,fiber,bank_transfer,67.44,4012.41,0,188.1,0,0,4,0
CUST00254,24,one_year,fiber,mailed_check,65.0,1687.7,0,293.1,0,1,2,1
CUST00935,32,month_to_month,none,electronic_check,30.8,979.4,1,0.0,0,0,2,0
CUST00794,60,month_to_month,none,credit_card,39.64,2322.21,4,0.0,0,0,4,0
CUST00847,12,two_year,fiber,mailed_check,86.26,1122.32,0,271.0,0,1,2,1
CUST00361,61,month_to_month,fiber,bank_transfer,82.2,4938.97,1,317.8,0,0,1,0
CUST00169,25,month_to_month,dsl,credit_card,52.98,1314.89,1,399.4,0,1,3,0
CUST00767,45,month_to_month,fiber,bank_transfer,68.29,2889.56,0,839.8,0,1,1,1
CUST00173,56,two_year,none,credit_card,23.39,1211.46,3,0.0,1,1,1,0
CUST00687,30,month_to_month,dsl,credit_card,66.33,2087.92,0,160.2,0,0,5,0
CUST00148,17,month_to_month,fiber,electronic_check,78.77,1257.44,3,381.1,0,0,2,1
CUST00187,12,month_to_month,fiber,mailed_check,74.42,864.52,2,231.7,0,1,4,1
CUST00044,26,month_to_month,dsl,bank_transfer,45.0,1224.6,0,97.5,0,0,5,0
CUST00617,18,month_to_month,dsl,credit_card,72.91,1350.04,0,180.4,0,0,4,1
CUST00529,66,month_to_month,fiber,bank_transfer,73.05,4727.61,2,219.8,0,1,1,0
CUST00926,69,one_year,fiber,electronic_check,75.35,5048.02,1,192.8,0,1,5,1
CUST00297,62,month_to_month,fiber,credit_card,71.41,4057.22,0,102.3,0,0,2,0
CUST00604,10,two_year,fiber,bank_transfer,77.27,839.63,2,298.2,0,0,1,0
CUST00139,26,month_to_month,dsl,credit_card,67.55,1760.58,1,272.7,0,0,5,0
CUST00055,36,month_to_month,fiber,bank_transfer,75.37,2490.86,4,306.8,1,1,2,1
CUST00670,10,month_to_month,fiber,credit_card,81.93,845.26,1,128.7,0,0,3,1
CUST00052,15,month_to_month,fiber,credit_card,72.73,1124.55,3,221.9,0,0,4,1
CUST00820,72,month_to_month,fiber,mailed_check,75.07,5463.44,0,105.6,0,1,3,0
CUST00319,68,one_year,fiber,credit_card,73.14,5230.16,0,104.1,0,0,4,0
CUST00023,14,one_year,fiber,electronic_check,74.68,1037.24,0,426.3,0,1,3,1
CUST00501,9,month_to_month,none,credit_card,26.69,226.95,0,0.0,0,1,3,0
CUST00801,1,month_to_month,dsl,credit_card,52.06,50.01,2,43.5,0,1,5,1
CUST00295,40,one_year,fiber,credit_card,79.49,2909.33,2,94.3,0,0,4,0
CUST00210,57,month_to_month,fiber,electronic_check,71.58,,0,443.1,0,0,5,1
CUST00713,53,month_to_month,fiber,credit_card,73.24,4017.52,0,208.3,0,1,2,0
CUST00143,20,one_year,dsl,credit_card,54.1,1168.47,1,67.8,0,0,4,0
CUST00051,55,month_to_month,fiber,electronic_check,75.8,4016.52,2,278.2,0,1,3,0
CUST00167,24,two_year,dsl,credit_card,45.0,1018.46,1,290.2,1,0,4,0
CUST00622,35,month_to_month,fiber,electronic_check,68.3,2162.35,5,157.5,0,1,5,1
CUST00656,39,month_to_month,none,mailed_check,29.75,1057.08,4,0.0,0,1,5,0
CUST00082,32,two_year,dsl,electronic_check,66.37,2027.94,1,227.1,0,1,3,0
CUST00667,37,one_year,dsl,electronic_check,50.67,1868.54,0,333.4,0,1,3,0
CUST00984,47,month_to_month,fiber,electronic_check,65.0,2783.23,0,209.7,0,0,3,1
CUST00901,1,month_to_month,fiber,mailed_check,69.56,72.3,1,176.9,0,0,5,0
CUST00067,66,month_to_month,fiber,mailed_check,80.77,5066.68,1,300.5,0,1,4,1
CUST00733,67,month_to_month,none,electronic_check,24.13,1749.6,3,0.0,0,0,2,0
CUST00657,56,two_year,fiber,credit_card,65.0,3305.04,3,286.0,0,1,2,0
CUST00936,68,two_year,dsl,bank_transfer,45.0,2773.14,2,283.9,0,1,1,0
CUST00989,18,month_to_month,fiber,electronic_check,65.0,1075.61,3,362.8,0,1,2,1
CUST00511,72,month_to_month,fiber,electronic_check,89.33,6888.34,1,203.6,1,0,4,0
CUST00514,59,one_year,none,electronic_check,35.14,2112.86,1,0.0,0,0,1,0
CUST00065,30,month_to_month,dsl,bank_transfer,60.63,1737.0,1,293.1,0,0,2,1
CUST00735,15,month_to_month,dsl,electronic_check,60.86,903.54,1,454.2,1,1,2,1
CUST00265,72,month_to_month,fiber,bank_transfer,77.05,5033.26,1,128.4,0,1,2,0
CUST00865,61,month_to_month,dsl,bank_transfer,51.53,2872.64,0,286.8,0,1,5,0
CUST00464,31,month_to_month,dsl,electronic_check,59.73,1863.3,1,159.5,1,0,4,1
CUST00499,67,month_to_month,dsl,credit_card,55.45,4022.77,3,98.8,0,1,1,0
CUST00021,37,month_to_month,fiber,bank_transfer,88.37,3240.28,1,235.7,0,0,5,1
CUST00368,23,one_year,fiber,mailed_check,73.18,1560.81,2,366.6,0,0,2,0
CUST00769,11,two_year,fiber,electronic_check,70.52,825.66,3,306.8,0,0,3,1
CUST00697,52,month_to_month,none,bank_transfer,27.04,1266.68,2,0.0,0,1,4,0
CUST00720,44,month_to_month,dsl,bank_transfer,45.0,1883.89,5,199.9,0,1,1,1
CUST00579,65,two_year,dsl,credit_card,48.57,2876.38,0,166.2,0,0,4,0
CUST00262,13,month_to_month,fiber,electronic_check,85.94,1179.59,1,269.1,0,1,4,1
CUST00653,15,two_year,fiber,electronic_check,73.61,1099.24,1,155.5,0,1,2,1
CUST00721,11,month_to_month,fiber,mailed_check,85.21,875.85,3,272.2,0,1,2,0
CUST00807,40,one_year,fiber,electronic_check,66.97,2708.17,0,138.9,0,0,5,0
CUST00571,69,two_year,fiber,credit_card,82.87,5628.47,1,165.0,0,0,4,0
CUST00460,8,two_year,none,bank_transfer,29.25,250.77,0,0.0,0,0,4,0
CUST00823,10,month_to_month,fiber,mailed_check,72.25,698.72,2,152.3,0,1,4,1
CUST00189,18,month_to_month,dsl,electronic_check,45.0,773.34,1,164.1,1,1,5,0
CUST00252,36,month_to_month,none,credit_card,31.9,1112.4,2,0.0,0,1,1,1
CUST00072,14,one_year,none,credit_card,28.18,355.2,3,0.0,0,1,2,0
